rating,text,title
2,Don't buy this if u don't read books also very rarely read the book,If u r seriously a book lover
2,"It will not charge in USB on computer, have to take it in.",wont charge
2,very difficult to operate this if having problems knowing how to get to the instructions. Should have some computer knowledge prior to purchase.,needs better instructions
2,"The Voyage, when it worked, was great - the page turns make the reading experience seamless and the ink is crisp, making it a real upgrade from the Paperwhite. That said, it started to freeze up quickly after I got it. Hopefully this is a software issue that will be resolved soon (and the price of early adoption, sometimes), because overall, I couldn't be more pleased with the (working) Voyage.","Great at first, but glitched quickly."
2,"I accidentally cracked my screen on the first day when the Voyage was too close to my rocking chair and neither Best Buy nor Amazon would do anything to help. Well, Amazon offered $15 off purchasing the Paperwhite and that wasn't something I wanted at all. Now I'm stuck with a $199 broken Voyage. Not a happy customer. I realize it was my fault but thought they should do something more to minimize the loss and keep my business.",Be careful with your Voyage
2,i cant at night it has no back light from one to ten its a 7,cant reed at night
,"My previous kindle was a DX, this is my second kindle in years. Love the form factor and all but I do miss the physical buttons for page turning. There is a glitch in the software though. I use the English interface but occasionally I would like to translate words into traditional Chinese. However, it seems that the traditional Chinese characters cannot display correctly and become small boxes. The simplified Chinese characters can be displayed correctly though.",Great device for reading. 8 people found this helpful. Was this review helpful to you Yes No
,"Just got mine right now. Looks the same as the previous generation except for the Kindle logo (it's black this time), feels a little heavier, the screen is a little warmer toned than the previous one, BUT the resolution is SO MUCH BETTER! The 300 ppi are definitely obvious and the new font is worth the money.Totally recommend it for a book lover!I'll give it 4 stars instead of 5 because I am used to a cooler screen, but I'm sure I'll get used to this one soon too :)",Definitely better than the previous generation 16 people found this helpful. Was this review helpful to you Yes No
,"As reviewed by the wife This is the perfect thing for a new mommy who loves to read books! As soon as I had my baby girl, I had to stop reading my novels because I had to give the baby my full attention. But how much time do I spend laying in bed, on my side, with the baby while she feeds Especially prior to 4 months when feeding took as long as 45 minutes! Not to mention cluster feeds during growth spurts! A book was out of the question because it's sooo tiring to hold up in side-lying-breastfeeding-position. My new Kindle was the solution! It's light, easy to disinfect (I use baby wipes on the case whenever I feel like it's not clean enough to go on the bed with the baby) and you don't need to keep a finger in the middle of the pages to keep it from closing - you know what I mean!And for some reason it's much easier to go through a book with a Kindle compared to an actual book. I never thought I'd be converted into the Kindle culture but here we are!",Give this to a book-loving-new-mommy-who-breastfeeds 34 people found this helpful. Was this review helpful to you Yes No
,"My new Kindle Paperwhite came from the USA to a small town in Sweden in just five days. Payment of tax and customs handled by Amazon. Had not the UPS been so square (they think everyone sits at home all day) I had received it a day earlier.I am very pleased with the e-reader, easy on the eyes, and comfortable to hold in one hand. Even if I buy many books from Amazon I also want to read books in the ePub format. A positive surprise was how easy it is to convert ePub format to Amazon's own format. I use the program Calibre and then I just send the book as an attachment in an e-mail to my Kindle. Quick and easy!","Trouble-free international shipping, and easy to convert ePub 9 people found this helpful. Was this review helpful to you Yes No"
2,"Bought Amazon Fire TV 2/16/15, this is NOT the replacement cord for my model.Be aware of what you are purchasing --- this is NOT a fit for the older Fire models.Alternate, non Amazon, power cords are available for the older version of Fire TV on Amazon.",NOT for First Generation Fire TV One person found this helpful. Was this review helpful to you Yes No
2,This tablet could be so much better if the apps actually worked decently. The built in Amazon pieces for Prime members is great and work flawlessly. But it's not enough to overcome the terrible app behavior and countless freezes. They need to take a lesson or two from Apple.,Just ok
2,Still not able to connect to wifi so I am unable to give a recommendation.,Can't connect to wifi
2,It is ok but I like my bigger screen one but it broke in less than two years,It is small and you did not have bigger screen
2,The tablet periodically shuts off for no reason. I have contacted Amazon but their only suggestion was to reset to factory default.,An ok tablet
2,"Full disclosure, I've only had iPads in the past. I needed an android based tablet as a 3rd party app that I needed was yet IOS supported. You get what you pay for. Build quality, touch and feel, yes it's equal to the price. Constant adds urging you to make various Amazon based purchases...not my cup of tea but I guess fills a price point and need.",You get what you pay for...
2,I bought this thing refurbished. I find that I have to unplug / plug back in the HDMI cable on a regular basis when switching inputs on the TV. Not sure if it is the Amazon Fire box itself or if it is the TV (Not likely).Otherwise it is a good device. I bought it for the ability to hard wire my Ethernet connection to my gigabit switch and for 4K capabilities which it does do. Having the Alexa app is handy but her features can be severely handicapped.I probably should have just bought it new..... usually refurbished devices work well as they are tested before resale and it was probably tough to catch that the HDMI port on these might be finicky. I may have to switch it out.,Refurbished version is giving me problems with HDMI connector. Otherwise it's a good device. Careful with refurb!
2,"This Amazon Fire is fine for just reading and minimal research and investigative work. Apart from e-reading, it is slow and unresponsive.","A Reader, Yes -- A Tablet, No"
2,The thing broke within the first week. The charging port was bent and it wouldn't charge.,Junk
2,"This tablet conked out on me the first day I powered it on. The Amazon symbol came up and never went past that screen. I was highly annoyed because I purchased it as a first to send it out of the country. My biggest mistake was trusting that everything would work fine, instead I should've powered on the device to ensure everything was fine.",Room for improvement
2,"My kids use it for playing games only. Memory is too limited. If you want to expand memory you have to buy special memory card from Amazon. Regular cards won't work. I'll like the app free time to help protect the kids from what they watch and play but it is difficult and time consuming to get updates for the games they play. Amazon does not have the best user friendly software for their tablets. They do what we get it for, entertain the kids for awhile.",Don't like it much.
2,"I bought this to use only one application. Oh, is it most difficult to get this thing to continuously work! And I still can't get the geek squad program to properly download onto the device. I'm pretty disappointed.",Kindle not so cool
2,Poor response. Very sluggish. Even the Amazon app is slow. Not so on my Apple or Droid tablets. I've yet to load any apps.,Sluggish
2,"I had a Nook, but it died so I wanted a replacement, and bought this Fire tablet on black friday last year because it was very inexpensive, but as the old adage goes, you get what you pay for. It's OK for basic web surfing, but it's limited, slow, and has one little speaker on the back so if you lay it on a table you won't be able to hear it very well.","Basic, no frills tablet"
2,"No the best tabler, is loaded with bloatware from amazon.",Not the best tablet
2,"Bought this item with high expectations of its capabilities. It would be extremely lenghty to supply full details, let me just say that technology is not there yet with AI devices like this....",NOT THERE YET.....
2,I feel that Alexa does not know a lot of information. It gets very frustrating.,I feel that Alexa does not know a lot of informati
2,"Purchase the echo with my Vivint system because sales person pushed the product stating it would enhance the Vivint capabilities. Not really so...it's a nice gadget for music and putting together shopping lists and ""to-do"" lists, but not really something we needed. In addition, not enough apps that work with it.",Unnecessary Gadget
2,"Thought we'd have tons of fun with Alexa; found that had to stretch to use it productively. Maybe that's why Amazon puts out a steady stream of ""Here's what's new with Alexa"" emails, a lot of them revolving around buying more stuff from Amazon.",An answer in search of a question
2,"Nice toy but not very useful unless you are controlling a house full of appliances, lights, etc. Also not a fan of Bing which is the search engine the Echo uses.",Not much value as a stand alone device
2,"Please support commands for the Energysmart Water Heater Controller by Iris. Lowes Item# 612026 Model:691121 . Command such as ""alexa turn water heater on"" or ""alexa turn water heater off"" would be nice. It would gave been nice if Amazon has added a command support for this water heater controller by Iris.",Doesn't Support Whirlpool Iris Controller
2,Doesn't answer as many questions as led to believe should have google instead of Bing a simple alarm clock is all I use it for not much good for anything else would have returned it but I like gadgets . Don't recommend purchasing,Nice but only answers a few questions
2,I thought I'd love this but felt like it had very little purpose. Did like it at all.,Not worth the money
2,My wife bought one at Best Buy. I had to go back and get her $40 dollars when the price went from $179 to $139. I decided I would get her one -- but they were out of stock. I ordered one thru Amazon --- but it still hasnt gotten here.,GREAT PRODUCT = IF MINE EVER GETS HERE
2,Bluetooth inaccessible if not connected to Wi-Fi. Device not chargeable hence not portable.,Did NOT meet my expectation!
2,"I bought this to fill my life with music. The first two weeks were fantastic. I got Amazon Music, and needed only to say, ""Alexa, play (insert artist name, song name, or album name)"" and it would play music. The speaker quality is great. 4 days after Christmas it went into a Christmas Music and hymn default. Whatever artist I requested, it would play the first song, and then default to religious music. I'd switch artists and it'd happen again. I contacted Amazon, and was told not to request artists. I needed to specify albums and songs. I don't have this info memorized. I bought it to say artist names. Someone responding to my poor review on Amazon suggested trying different music services. I dumped Amazon music and started requesting music on Pandora. Alexa misunderstood my granddaughters request, and played Christmas music on Pandora, although we were now well into Jan. I'm no longer having the Christmas music problem, but Alexa is just ok playing music from Pandora. Sometimes it gets it right, sometimes not. I am so disappointed in it, that I plug it in when I want to hear music, and unplug it, and ignore it most of the time. When it worked the first two weeks, I raved about it. After witnessing my problems, people who come over don't want one.",Just ok
2,"continually loses connection to the internet. app says it s connected but says check back later. Worked for the first month or so but now works one minute and dumb two minutes later. Constantly asking Alexa, Alexa,;ALEXA!!",dumb and dumber
2,"Expensive speaker. Voice recognition does not work so well. Skill set is extemely limited even though Amazon claims 10,000.",Speaker with minimal voice recognition
2,This device is not as great as advertised. It does not do as many things as expected and you have to go to a lot of trouble to do otherwise,Thought it would be better
2,Thought this would be pretty cool gadget. Not impressed. Poor voice recognition.,Not impressed
2,Not very functional and never had all the answers I needed. And I wanted a device I could make phone calls to anyone with in which the Google home does. We purchased the Google home and we are so glad we did.,Not as smart as Google
2,I don't recommended if you are using Apple products,Hard to understand communication problems
3,I was hoping to use Google launcher with this tablet but it is really locked down and you cannot change the launcher or the lock screen. Still cheap and fine for watching movies.,A cheap tablet
3,"The tablet works fine. It is responsive with good resolution. It is too tied to Amazon. It requires too many hoops to get apps such as Zinio to work. Until Amazon loosens its grip, I recommend only at a very good price.",Works well but too tied to Amazon.
3,"Fine for reading, ...haven't used it for anything else yet",Fine for reading
3,"Though I have got it for cheap price during black friday, this Fire is not that great. Very bad camera and dim screen resolution. Pros:Install Google Play without any hassleVery good book reading option",An average Fire tablet
3,"This is a good product for video, surfing and reading. However this version has dropped all android support as far as I can tell. I have a couple of apps that run on my old Fire just fine but are extremely problematic on this one. There is one app I use everyday but it doesn't work on this new Fire, so I have to keep the old one around. Kind of inconvenient. I would recommend seeing if your app is supported on this Fire before dropping the money.",No Android support
3,"The display is not as sharp and vivid as they say but still good. Probably better for reading than watching videos. We didn't really get it for the games, but there is a good selection. WiFi works well and internet browsing is fast.",Decent tablet but not high caliber
3,Good starter unit. Easy for a beginner to use. Priced low to give you a taste of the tablet world.,Ok for the price
3,Much harder to work than an android. None of the wallpaper apps I downloaded from the kindle store work on the device. many of the other apps look cheap on the display. other wise it is prettier and more responsive than the cheaper $49 tablet. They make it look like an android tablet but it is not. no google play. Everything is just harder to work than on a regular android BUT for a tablet under $100 it exceeds expectations. It is more responsive than other models of fire,frustrating compared to an android
3,"I had fire hdx 8 and loved it, unfortunately got damaged and could not replace. I purchased the fire HD 8 and exchanged n pay difference for fire HD 10. The 8 did not have a lot of options I was used to. :(",Ok for a young person
3,"The Amazon Fire HD8 (2016 model) is a great tablet for the price; however, the Fire OS offers limited abilities to the user. Personally, I wish there were ways to mirror the screen to a tv without having to purchase a Fire TV streaming stick. Also, the inability to use the google play store is a major set back. If it weren't for those two complaint, I'd give this tablet 4 stars.",Great tablet for the price
3,"This was a good tablet. I bought it for my Gf who basically only wanted it for Netflix and YouTube. The display was good, not great. The issue we had was that it kept dropping the wifi connection. This could have been a defect in this one tablet but we returned it and got another one.",Good tablet bad wifi connection
3,"This tablet is great for books, audible books, music and all things Amazon. The included browser (Silk) is not the best. I purchased expanded memory (64GB SD card) for about $30 more and a cover for about $20. The biggest issue I have with this unit is that it is slow (when compared to an iPad) and it tends to freeze every so often. For about 2.5x more money, consider an iPad instead.",Not an iPad by any means
3,"Worse graphics, won't keep a wireless connection,overall not satisfied",Not like the older model
3,"Not very fancy, but not slow. If you have Amazon Prime, you have a access to a great library of TV shows and Movies for free. Same goes for free book rentals. The Amazon App store is not so great, lots of apps are outdated but still work. Just not the latest versions you would expect. But the Amazon Underground appstore does offer free access to games you would normally pay for. It's decent for it's price and a good deal if you don't want anything fancy.",Good tablet for what it does
3,"I know beforehand that this is not a powerful tablet. But it's the best bargain at this price point . The screen is okay if you just read books, news, or surf the websites. But if you want to enjoy videos-this is not your choice.The processor is slow and the amazon app store doesn't have all the apps like you'd expect from Google appstore- even though the OS based on android. But few tweaks let you install the Google playstore-search online for the steps.Overall I'm satisfied with my purchase. Hope this is helpful.",Gets the work done
3,It is just an average tablet. Bit slow but is a good option for people on budget,Just ok
3,Tablet stopped working after owning for two weeks. Came back on after an hour.,Amazon
3,"This tablet is definitely recommended if you are looking for light to medium usage. Tablet is snappy and quick but slarts to lag after installing multiple apps.Amazon app store is good but there are few essential apps that are not available, though you can install them using black market.",Decent for the price
3,It all of a sudden has stoped charging I have only used it a few times in the short time off purchase. Can I get a replacement or how best can I be helped,Sad
3,"like it at first, but it is going slow sometimes. overall good product",good
3,"This is the second Fire tablet that I have purchased. The first I returned in after I was not able to load YouTube onto the tablet. Amazon's take on Android was just to unfriendly to make it work. With this new tablet, Amazon has heard my concern and now I'm enjoying this tablet. It's well built for a sub-$100 device, but won't stand up to a lot of abuse.",Better than before
3,Need to have some computer savvy. Wound be much more helpful if it came with a simple basic instructions.,Not for computer beginner
3,the first worked fine for three weeks then stopped. took back and got a replacement. this one lasted almost a month. again took it back and was told I had to deal with Amazon.Found out thru Amazon webpage that units simply froze up and how to reset it. Was upset that store associate knew nothing about the product. Had to research everything myself.,stopped working after 3 weeks.
3,ok for price a little slow and doesn't have as many apps as google play.,good for price
3,I didn't do any in depth research on this particular tablet. The price and speed were good for what I wanted it for. My only con is not being able to clear the home screen of apps or relocate them so I can see my personal home screen picture.,Great tablet for speed
3,"For the price it can't be beat. That being said I had to return mine after a week. I just couldn't get over the low resolution screen. It works well for movies and the Web, but I needed it to also show off my photos to others.",Amazon is amazing
3,Bought the fire for my mother who is 72 to learn how to use a computer the price was right and she can use it to search the web,Great for learning to use computer
3,"I have had every version of the Kindle since the week it was introduced and jumped at the chance for a Kindle Fire. I replaced the first one I had in 2014 and it was everything I wanted except this past summer it started overheating and got nonresponsive in the midday heat. So...I got this one. First of all I miss Swype. WHY get rid of it? Secondly I cannot put two of my favorite apps (which work on my old one) to work on this but lastly and most importantly: every once in awhile the screen freezes with a bunch of code ""shimmering"" in the background and only turning it off and/or leaving it for awhile brings it back to life AND it turns itself off. It seems to happen when I close a program and move to a new one. Aggravating and not what I expect from a product with which I have been happy in the past.",Not ad happy with this one by far
3,"Wry basic, but I guess, it's ok for the price. Bought for a 6 year old.",Very basic
3,Bought as gift for senior. Setup process could be easier.,Overall nice display; email setup not so friendly
3,"This is decent reader and Netflix device. Lots of bugs and gotchas when trying to use - icons going off screen, random locking, random performance hits while doing the same task. Returned. Buying an iPad mini 2. The build quality is just not there.","iPad ""lite"""
3,"This is good for kids. Cheap enough that if they destroy it, you won't get upset",Adequate entry level tablet
3,Would recommend for the right person that wants low cost tablet BUT...Ended up returning this item because it was heavy and too wide for my hand to hold. It was too big to hold in hand and too small to use like a larger tablet. Ended up just using my Lenovo Yoga 900 since it was more flexible and only about .5 lb heavier.,ok tablet
3,Very helpful and friendly. Didn't have too much selection on what I was looking for. But found what I needed.,Found what I needed.
3,Was looking for a cheap tablet for my a son to use saw this unit on sale on black Friday good unit.,Fire Tablet
3,I gave this as a gift for Christmas and still can't get it set up will have to go to geek squad to help,Hard to set up
3,"I bought the 8"" version on impulse because of an excellent offer on Black Friday. As an Amazon product, it offers Amazon apps. While you can get Google Play apps, it requires some hoops. I just discovered I can't save movies from Netflix because that only applies to the HDX version. So this product has limits. But used as a Kindle reader, or to get email via wifi, or other uses (wifi only) while traveling where you wouldn't want to take an expensive device, it is a good choice.",Kindle Fire HD Just OK
3,"This Kindle was purchased on the black friday sale. At the time I felt it was a steal at that price. The first tablet I purchased a few years ago was the original Kindle Fire, the following year I purchased an iPad mini and now have the iPad mini 4. As you may already know, the iPad does not have explandable memory. This Kindle can have expanded memory to 200GB so that was a good selling point for me. After setting this new Kindle Fire up, I noticed that viewing photos were not as clear as the original iPad mini even without retina display, and the color had a greenish-yellowish tint to it. Some may not notice this if they do not have something else to compare it to. I'm a pro photographer so this was quite unaceptable to me. I was not expecting perfection with the colors but people's skin tones appeared greenish as if they were Vulcans. I also like to read tech manuals and magazines of which many are in PDF format. The Kindle will read this format but the Kindle Fire after all these years still cannot display the cover art from pdf books, etc.; it displays an acrobat pdf document logo instead. If you have a large library of pdfs you have to read through the document titles instead of being able to select by seeing the cover of the book. That was enough for me, I've been spoiled by the ease of use of the iPad and the display with accurate colors. Back to the store for a prompt refund it went. Overall..still a good deal but if you are used to an iPad for the reasons I am..you may be disappointed.",Just ok for the price
3,"Works well. But does not offer access to the apple or android App Store. Without the apps that I need, this tablet is not as useful.",Still prefer iPad or android tablet
3,Works well but lacks forward control of screen and right and left movement on keyboard. Good foor short notes but could never do any substantial typing on this without external keyboard. Good for basic websurfing and email.,Size and price good.
3,bought this during black friday (actually Thursday). ok for price. but not cool i had to buy extra storage for not a great price.,ok
3,"Hoped this Fire HD 8 would be faster than my old HD Fire...not so much, I guess I expected the new Fire HD 8 to perform better but it still lags and is slow to load information while surfing the Internet. My wife's Ipad is light years ahead on this one, but what do you expect from a 60-70 dollar tablet.",Nice screen resolution.
3,This is an older tablet. I probobly expected too much. If I'm going to deal with lagginess I prefer my ipad2.,"Not bad, just not my flavor of android."
3,Does everything I need thank you. Alight small package easy to take anywhere,Perfect
3,Best gift for Beginers. Less Price and enough speed and memory. Kids like it a lot.,Best gift for Beginers
3,works great for the price.but it shoves amazon stuff down your hroat like the fire tv.and is linked to your amazon 1 click buy if you haveit set up that way.,soso
3,Nice tablet for the price. Just wish it had bluetooth.,Not bad
3,my kids have this. it works okay for things like youtube or netflix. Apps take longer to load and many games that you can get for the iPad aren't available on the Fire Tablet. Still say go with Mac.,it's ok
3,"The camera is not very sharp , and you can not download another one .",Not a very good camera .
3,Nice tablet but as usual with these items no instructions on how to get started,Not so much
3,"Ok tablet from amazon, added Google play to device for more apps. Google how to do this.",Fast but screen not as big as ipad mini
3,"still playing with it, figuring out what I can & can't do. I love the tangerine color I got. One thing for sure, some apps I have on my phone like redbox & instagram they are not in the amazon app store so I can't put them on the tablet. Wish I could.",Still figuring it out
3,"I really wanted to give this device a chance but I did end up returning it. It's a HUGE upgrade though over the cheaper 7"" version. Honestly I don't think anyone should purchase that. If your budget can handle getting this version and you are heavily invested in the Amazon ecosystem (i.e. Prime member) this will make a great tablet. I think it is intended more for kids though than adults. Having iPads in the house we tried this with our toddler as a cheaper tablet for her but the interface and quirks of the Amazon OS just were not worth the hassle. Will end up seeking out a used iPad Mini 2 instead of this.",It's pretty average for what you are paying
3,At this price point it is very good. But having being used ipad the display doesnt look sharp. Amazon app store lacks content. Overall good for my 9 yr old.,Good but...
3,upgraded my 3 year old kindle- same old. doesnt seem that great of a difference. the graphical interface still sucks but its decent for reading.,basic kindle
3,"Its cheap, but the you will notice the low screen resolution compared to iPad. App is somewhat limited unless you side load it.",Nice Basic tablet
3,I'm disappointed that it doesn't have a mirror display mode.,"It's an ok tablet, but very limited in apps."
3,"I like this tablet. I had a nook, the fire has more memory, bigger screen and lower price. The downside? The Amazon Fire is so ridiculously proprietary that I cannot watch any of my movies on it from my nook. This is becoming industry standard. Too bad.",Burned by fire
3,Battery lasts a long time but I actually like my old Fire more.,It's ok
3,"My 5 yr old loves it, however we do experience some sound issues from time to time.",Great xmas gift
3,"My father upgraded from the original Kindle Fire to this model, and he's very happy with it. It doesn't compete with more mainstream tablets, but he likes the Kindle's system for downloading library books.",A good improvement over previous models
3,It was great product. the price which I got it was great.,Good product
3,"My kids really like this and if your buying a tablet for kids it's worth it, but maybe not so great for adults.",Its an ok tablet.
3,"Great value for the money. However, the operating system is a bit clunky. Constant notifications and messages to delete. Some can be turned off, other seem to just keep appearing. The reader app surprisingly is less than intuitive.",A mediocre tablet
3,Pros:Great value for moneyEnough power to handle lot of Android gamesDecent battery lifeCons:Feels slow after using for a few weeksLow-resolution screen and camera.,Good value for money
3,It's a good tablet for the value. Downside is there's no Google Play Store access. So you're limited to apps in the Amazon app store.,Good value tablet
3,"I previously owned the Fire HD 7 and was excited about the HD 8. After getting the HD 8 and using it I started to notice how they were able to cut costs. The screen was not as crisp, the processor was slower and the speakers were not as loud as previous versions. Overall a good buy for the price but if you are expecting the quality that went into previous versions look elsewhere.",Good buy for the price
3,Got this for my 10 year old grandson. He really likes it a lot. This is good for kids to learn responsibility using tablets.,Great table for children
3,Overall this is a great product. It sometimes freezes with some of the games but other apps work great. Alexa is a great addition.,Great tablet for the price
3,"The built quality is great taking into considerarions its price. The tablet is pretty fast and responsive. However, Amazon's operating system is horrible. I miss a lot of apps that I use in my Apple devices, and some others that just don't work as good such as Mint and Netflix (don't have download capability). Also it won't work with my Chromecast devices...","Good hardware, bad software"
3,This is a good tablet for basic use. I ened up returning it and going with an iPad which met my needs more. This tablet would be good for someone with limited computer knowledge/use.,Great basic tablet
3,the amount i paid for the tablet is worth it on sale.,nice in a price
3,"I was expecting an Android device and discovered it was an ""Android like"" device. My fault for not reading up on his device before hand. I returned the Amazon Fire and bought a Samsung Tab E.I probably would recommend this tablet if you wanted a device for reading.",Not what I expected
3,"When my husband and I bought our Kindle Fire 8, we went to Best Buy and asked questions as best we could. There are programs we apparently need to put create and edit documents and spreadsheets!! We did ask if it had those features and was told yes but I think we need to have a special app. Why isn't there a manual or step by step guide on getting the most use out of Kindle Fire 8. Can I get it online? Kindle Fire 8 fun to use but needs more info for customers. Can we go to a class at Best Buy? Thanks for any help.",Need guide/instructions
3,Unable to download the Instagram app. which stinks,The camera is awful!
3,"As a low priced 8"" tablet, it has a good display, good speed, and reasonable battery life.I am a bit peeved by the rather intrusive adds that Amazon pushes onto it.I am also unhappy that I cannot load all the apps I am used to using on my Android phone. Overall, I wish I had spent more for a real Android device rather than having this with the Amazon limited version of Android.","Usable 8"" tablet, but I wish it were real Android"
3,"I had to sideload google play services to be able to download from the google play store or use google chrome as a web browser, as this tablet was designed to be exclusive to Amazon.","not bad, but..."
3,Thought it was to be better than what it is. Mother in law can play games an Facebook on it. Next time I will buy her a samsung,It's fair
3,Good tablet but not as smooth as high end tablets. It's limited to Amazon so don't expect to do as much as an Android or iPad. I like mine and will continue to use it. I recommend using one if you can before buying.,Good tablet for what it's designed to do
3,It's unfair for me to rate this product cause I have not even taken it out of the box to set it up.,Haven't set it up yet
3,"Not very user friendly and intuitive.Very limited capabilities and apps.Good for viewing movies.Very limited language capabilities other than English and a few other languages.Apps are downloaded, but can't be found.",Very limited capabilities.
3,Not many apps. The first one was already returned...no power issue after 1week..I hope the second one is fine...,Just decent tablet
3,"Its fast, connects well, every amazon aspect of life you could possibly want is on here. Thats what I didnt expect, it being my first tablet. Amazon gets in your face about all its promos and products every time i turn it on. Its so annoying. -But its very handy, very sleek, easy to use and connects quick to any wifi acess around. However its limited on games and its app store is c.r.a.p compared to android. So ehhh 50/50.","Its not an android, but it'll do"
3,"Good size screen and clarity for the money. Seems fairly robust. The biggest problem is putting apps on it, at least free games. They do not have a great selection and when I put them on some of them require you turn on tracking so they can collect information or they won't let you play it",Good pad for places not for IPad
3,Good tablet overall just not enough memory but with an sd card just love it,Good tablet
3,"The product has a $90 price tag and the 90 warranty is too short. My tablet died within a month. I took it to Best Buy where they said they don't handle the warranty, went to Amazon web site where they said go to the store where I bought the device. After much digging around Amazon web site I found out who would help me. I gave it a one star and Amazon helped me quick. We were able to get it going again, a manual would help. The device works again. I found the tablet to be very functional, I watch Netflix, listen to Spotify, watch YouTube videos, it works great!",Amazon Fire 8 has 90 day warranty
3,Easy to use and lots of handy features. Downside is the ads that apparently can't be shut off and you can't upload and and play downloaded YouTube videos unless you are online.,good product for the money
3,Good enough for the price. Great for Amazon subscriptions and Amazon shopping.,Nice tablet.
3,"A rating of 3 starts is what I can give this product. The Fire HD8 show a nice picture and is used mostly to watch NetFlix. However, the Fire HD8 will restart when the battery indicators is at 35%. I am not sure what is causing the issue or why.","Amazon - Fire HD8 - 8"" - Tablet - 16GB - Wi-Fi - T"
3,I purchased this to download books for school. Screen too small and OS was not to my liking,Not for me
3,"I bought this to replace an older kindle that broke. It has more features, like front/ rear facing camera and better resolution screen. I feel like it doesn't work as well though. The screen doesn't always respond. The Internet freezes a lot. The colors seem to be a little off. All in all, still a decent piece for the price.","More options, more problems"
3,"The specs are good, feels solid, can't stand the OS. Too many ads you can't get rid of, not as customizable as I'd like. If that doesn't bother you, it's a good tablet for the price. Don't expect to run games on it, not powerful enough for that.",Okay Tablet
3,The Kindle Fire HD is perfect for playing simple games and for streaming video while away from home. It's thin and light.,Simple but Good
3,"Th size difference is noticeable and squarish rather then rectangular, which I prefer. The Kindle unit itself is rather nice, the auto rotate and adjust being the best part. I returned this item b/c the cover is flimsy. and I was afraid I would drop it and break the kindle.",Not for me
3,"I bought 2 and am returning them both. Both had lighting issues. On the first one, one half of the screen had a white/blue tint and the other half was more of a yellow tint. When i flipped the device upside down to rotate to use with my other hand, half of the screen went much darker than the other. I returned it because I had read there were some that had lighting issues and bought another one. My second one was worse. You could see little half moons going down one side. That one also had a much yellower tint overall than the first one.I found it not easy to hold unless it was in the charging case. It was too slippery and, weird to say, small for me. I'm a female with average sized hands.I think what I really did love was the charging case and the size for transport purposes. Maybe when they make a few tweaks and lower the price I might try again.",Wanted to love it
3,"I owned a Kindle Keyboard for about a year, and I purchased the leather lighted case for that unit. While the corner light left a little to be desired as far as even lighting, overall I was very pleased with the case. Based on that experience, I went ahead and purchased the lighted cover for my new Kindle. I can't say this experience has as been as positive.Let's start off with what's good about the case. The Kindle battery powered light is a big improvement. The light is now centered on the screen, so illumination is more even now. I don't use the light often, but in the cases where I do it will be nice to have more balanced coverage. One positive on the case itself is that I appreciate how much lighter this one feels than the previous generation. The hinge area is smaller, which means less of the spine folding effect the other one took on after heavy use. I never took my Kindle Keyboard out of the case after it was put in, so the snug fit I have seen complaints about is not an issue for me. It IS tight, though, so if you don't plan to keep the case on full time be aware it may take some effort to get it back out. In my situation, that tight fit is exactly what I want, but your mileage may vary.Now on to the negatives. The case does feel very cheap, especially with no change in price point. The previous cover felt like a solidly made piece of work, whereas the new cover only feels half as sturdy. The thinness of the case was no doubt done to minimize its weight, so I realize this is a personal issue. Outside the thickness, though, it just doesn't look or feel as well made. The textured surface of the previous model you that leather feel, very much like a real book. Finally, the most stunning oversight is the lack of a closure device.Read more",A Step Down In Quality
3,"Decent little tablet if you are not a game player. Tablet shuts down and I cant get it back on when I play games for long periods of time. It's not my ipad, that's for sure.",Good for movies and amazon
3,I bought this as a Christmas gift for my wife and things started out well but lately my wife has been having issues with it. It hasn't been working as it should and its only been a little over 2 months since she's had it. I'm going to try a hard reset on it and see if that helps.,Not looking too good...
3,"In my opinion it's very slow for internet use. Good for our 5 yr old to use but we purchased this for her to do online curriculums, which is almost impossible to do with this tablet because of the speed. Our internet connection is great with every other laptop and computer in the house.",It's an ok tablet for the price.
3,I hate amazon app store. Nothing good in there. The tablet is too slow for what I do... it is good for reading only....,tons of limitations
3,meh. it works. i find it difficult to navigate. i also have an ipad mini. this seems to be less intuitive than the ipad.,amazon fire hd8
3,"I mean... it work fine, but 20 fine There's nothing special here and it's a joke that Amazon doesn't just ship a charging plug with the Kindle in the first place. You should be able to find plenty of non-OEM chargers that'll work in terms of watts and voltage for far less money, like 5.","Good Product, but Overpriced and Should be Standard with a Kindle."
3,turns out this was not necessary ... being returned.,Three Stars
3,"I do find this better than the cheaper version I bought initially at Staples. It charges faster but not as fast as the Kindle charger that I had used for a couple years before it finally gave out. Also, it is not possible to charge and still use your Kindle, something I was able to do with the previous charger, a feature I really miss. Still, better than the alternative.",Adequate
3,"Have taken this for a couple of years for calmness, arthritis, and heart. Don't know if it really helps, but it doesn't hurt. Have read some favorable things about it. This company had quick delivery.",Good reputation
3,"How do you rate a charger--something you need, but don't really want It works, so it is okay.",It is a Charger
3,Does what it is suppose to do - power adaptor / charger.Three stars because it's overpriced.,Overpriced but does its job
3,serves its purpose,Three Stars
3,"It's fine, but not necessary. Had I known that I could charge my Kindle with my tablet and/or phone charging cord I would not have bought it.","It's fine, but not necessary"
3,"Functional, but be sure the the USB cable is firmly installed in the base to get a connection.",Perfectly functional
3,i did not need this,Three Stars
